卡池ID,卡池类型,开始时间,结束时间,PickUp卡名,图片路径
50010,支援卡,2026-01-05 12:00:00,2026-02-10 11:59:59,[献上全国第一的演出]特别周、[在耀眼景色的前方]无声铃鹿、[有梦想就要大声说出来！]东海帝王、[不沉舰的进击]黄金船、[伏特加之路]伏特加、[万紫千红中一枝独秀]草上飞、[热情的冠军！]神鹰、[期待已久的计谋]青云天空、[划破天空的闪电少女！]玉藻十字、[全身心的感谢]美妙姿势、[飞奔吧，闪耀吧]艾尼风神、[B·N·Winner！]胜利奖券、[冲向前方7厘米之外]空中神宫、[Run（my）way]黄金城、[好快！好吃！好快！]樱花进王、[一颗安心糖]超级溪流、[这就是我的优俊偶像之道☆]醒目飞鹰、[哪怕还不能独当一面]西野花、[必杀技！双胡萝卜拳！]微光飞驹、[欢迎来到特雷森学园！]骏川手纲、[“要受人喜爱啊”]小栗帽、[涡轮引擎马力全开！]双涡轮、[尽管笑我傻吧]目白善信、[身后迫近的热浪是动力]北部玄驹、[超越那前方的背影]里见光钻、[由故乡直达的助威！]雪之美人、[心中的烈火无法抑制]八重无敌、[樱花盛开之时]樱花千代王、[身为新娘！]川上公主、[请品尝第一口！]菱曙、[Head-on fight！]青竹回忆、[明天全国都会染红吧♪]青云天空、[起舞今宵]帝王光辉、[爽快！决胜一击！]目白莱恩、[独享冰凉？]东商变革、[全力嬉闹！]胜利奖券、[即使满身泥土，也要追逐梦想]优秀素质、[幸福就在转角后]米浴、[彻底管理主义]㭴本理子、[内心双脚皆温暖]生野狄杜斯、[大闹万圣夜！]玉藻十字、[被授予魔力的英雄]荒漠英雄、[43、8、1]中山庆典、[可爱的你，美丽的你]真机伶、[鸣箭嗤天]成田白仁、[舞动吧·躁动吧·狂欢吧！]大拓太阳神、[队形：PARTY]重炮、[倔强的集市]成田大进、[独奏·螺旋卡农]曼城茶座、[夜有黎明，天有祥星]爱慕织姬、[萍水相逢即是福♪]待兼福来、[要不赶紧扎一针？]安心泽刺刺美、[饱含心意的纸杯蛋糕]西野花、[极快！最快！花之风暴！]樱花进王、[“存在”于此的幸福]爱丽数码、[粉色背影]成田路、[让世界更加☆marvelous]美丽周日、[Enchaînement]鲁道夫象征、[Escorte étoile]天狼星象征、[Outfit as No.1]大和赤骥、[收下这份鼓励吧！]青竹回忆、[那声加油改变了世界]采珠、[Dear Mr. C.B.]千明代表、[乌菈菈的热情之歌♪]春乌菈菈、[可爱的金兰之交们]生野狄杜斯、[坏蛋，举起手来！]大树快车、[光芒四射地奔跑吧∞]神鹰、[待兼唐☆大冒险]待兼唐怀瑟、[奔向理想的熏风]气槽、[尊尚敬爱]聚于王座之人、[小感伤预警♪]丸善斯基、[听凭骰运]中山庆典、[It's on the house.]曼城茶座,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50010.png
30110,角色卡池,2026-01-05 12:00:00,2026-01-24 11:59:59,[黄昏凯旋]醒目飞鹰,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30110.png
30112,角色卡池,2026-01-05 12:00:00,2026-01-19 11:59:59,[梦想传递员]胜利奖券、[另类工程师]成田大进,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30112.png
50009,角色卡池,2026-01-05 12:00:00,2026-02-10 11:59:59,[特别追梦者]特别周、[无声无瑕]无声铃鹿、[喜乐无边]东海帝王、[绯红方程式]丸善斯基、[星光跃动]小栗帽、[狂野前线]大树快车、[优雅曲线]目白麦昆、[O sole suo！]好歌剧、[皇帝]鲁道夫象征、[玫瑰之梦]米浴、[MB-19890425]美浦波旁、[pf.胜利公式]琵琶晨光、[飞跃地平线]东海帝王、[天际尽头]目白麦昆、[闪电少女]真机伶、[Nevertheless]成田大进、[绝对☆LOVE]醒目飞鹰、[Maverick]成田白仁、[阳光花束]重炮、[橡木王冠]气槽、[青云垂钓者]青云天空、[亚马逊青金石]菱亚马逊、[羽蛇武斗家]神鹰、[圣翠治愈师]草上飞、[流星歌剧]富士奇石、[真我/1928]黄金城、[雀跃♪维他命心拍]特别周、[飞跃☆夏夜]丸善斯基、[苍蓝/怒涛]名将怒涛、[Meisterschaft]荣进闪耀、[吉兆秋风]待兼福来、[Buono☆时尚]菱曙、[超级加急！全彩PP膜特殊加工]爱丽数码、[Make up Vampire！]米浴、[雪纺丝带木乃伊]超级溪流、[粉红公主]川上公主、[Creeping Black]曼城茶座、[皓月下的神箭手]鲁道夫象征、[秋樱舞娘]黄金城、[潮流☆Joker]岛川乔丹、[宛延曲线]目白多伯、[奇迹的胜利之星]小栗帽、[嫣红圣诞颂歌]琵琶晨光、[Noble Seamair]美妙姿势、[疾风迅雷]玉藻十字、[明媚新春♪樱花绽放]春乌菈菈、[新春初晴·宝蓝绚烂]好歌剧、[举世无双·樱花耀夜]樱花千代王、[CODE：淋面装饰]美浦波旁、[精确无比·巧克力大师]荣进闪耀、[墨绿柔线]目白雅丹、[Starry Nocturne]爱慕织姬、[锦绣·溢彩盛典]北部玄驹、[Natural Brilliance]里见光钻、[砺光韧线]目白光明、[星夜猫咪舞会]青云天空、[胜利之星]富士奇石、[叠瓣花蕾]西野花、[四白流星之袭]八重无敌、[RUN＆WIN]优秀素质、[洁白傲气的激励之服]帝王光辉、[全时狂欢]艾尼风神、[Line Breakthrough]目白善信、[朔月挚爱]真机伶、[Titania]美妙姿势、[稻荷因缘江户紫]稻荷一、[悬铃木魔女]东商变革、[Bubblegum☆Memories]大树快车、[假日宝石蓝]目白多伯、[unsigned]空中神宫、[涟漪佳人]目白麦昆、[RUN！乱！发射！！]黄金船、[黑铁的壮志]青竹回忆、[阴阳八卦☆开运服]小林历奇,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50009.png
30115,支援卡,2026-01-19 12:00:00,2026-01-27 11:59:59,[在耀眼景色的前方]无声铃鹿、[这就是我的优俊偶像之道☆]醒目飞鹰,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30115.png
30114,角色卡池,2026-01-19 12:00:00,2026-01-27 11:59:59,[可可爱爱的六出冰花]雪之美人,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30114.png
30117,支援卡,2026-01-25 12:00:00,2026-02-03 11:59:59,[特雷森学园]第一红宝、[特雷森学园]喜嘉奇迹、[The 3rd MIRACLE]喜嘉奇迹、[啊，华丽一族]第一红宝,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30117.png
30116,角色卡池,2026-01-25 12:00:00,2026-02-03 11:59:59,[Rocket☆Star]采珠,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30116.png
30119,支援卡,2026-01-28 12:00:00,2026-02-09 11:59:59,[月下小恶魔♪]目白善信、[太阳小天使♪]大拓太阳神,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30119.png
30118,角色卡池,2026-01-28 12:00:00,2026-02-09 11:59:59,[爱丽♡僵尸]爱丽数码、[Dot-o'-Lantern]名将怒涛,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30118.png
30121,支援卡,2026-02-03 12:00:00,2026-02-11 11:59:59,[全身心的感谢]美妙姿势、[小感伤预警♪]丸善斯基,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30121.png
30120,角色卡池,2026-02-03 12:00:00,2026-02-11 11:59:59,[Flare]阿斯顿真弓,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30120.png
30123,支援卡,2026-02-07 12:00:00,2026-02-16 11:59:59,[特雷森学园]克里斯象征、[特雷森学园]谷水琴蕾、[“加油加油，强志！”]鹤丸强志、[A Win Foreshadowed]克里斯象征,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30123.png
30122,角色卡池,2026-02-07 12:00:00,2026-02-16 11:59:59,[Fluttertail Spirit]山人西风,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30122.png
30125,支援卡,2026-02-13 12:00:00,2026-02-25 11:59:59,[奔跑吧，奔跑吧，奔跑吧！！]小栗帽、[燃至天际的祈祷之火]八重无敌,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30125.png
30124,角色卡池,2026-02-13 12:00:00,2026-02-25 11:59:59,[轰鸣雷神]玉藻十字、[梦之金原]稻荷一,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30124.png
30127,支援卡,2026-02-20 12:00:00,2026-02-28 11:59:59,[一颗安心糖]超级溪流、[Dear Mr. C.B.]千明代表,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30127.png
30126,角色卡池,2026-02-20 12:00:00,2026-02-28 11:59:59,[死中求生]中山庆典,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30126.png
30129,支援卡,2026-02-24 12:00:00,2026-03-07 11:59:59,[班长，快停下！]成田路、[Danke schön]荣进闪耀,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30129.png
30128,角色卡池,2026-02-24 12:00:00,2026-03-07 11:59:59,[Butterfly Sting]奇锐骏,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30128.png
30133,支援卡,2026-03-05 12:00:00,2026-03-19 11:59:59,[特雷森学园]樱花桂冠、[GLAD TIDINGS]成田白仁、[Are you merry？]气槽,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30133.png
30132,角色卡池,2026-03-05 12:00:00,2026-03-19 11:59:59,[不会结冰的生命之水]伏特加、[绯红的星月之夜]大和赤骥,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30132.png
30135,支援卡,2026-03-13 12:00:00,2026-03-21 11:59:59,[队形：PARTY]重炮、[from the GROUND UP]明亮光晕,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30135.png
30134,角色卡池,2026-03-13 12:00:00,2026-03-21 11:59:59,[Heroic Author]荒漠英雄,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30134.png
30137,支援卡,2026-03-19 12:00:00,2026-03-28 11:59:59,[特雷森学园]山人西风、[伟大的抓拍]好歌剧、[化为那无人知晓的风]山人西风,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30137.png
30136,角色卡池,2026-03-19 12:00:00,2026-03-28 11:59:59,[饿狼]成田白仁,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30136.png
30139,支援卡,2026-03-28 12:00:00,2026-04-09 11:59:59,[平安喜乐寄于板羽球中]特别周、[难以捉摸的绝世佳人]东商变革,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30139.png
30138,角色卡池,2026-03-28 12:00:00,2026-04-09 11:59:59,[压轴主角·庆鹤之志]北部玄驹、[当红之星·荣兴之翠]里见光钻,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30138.png
50012,支援卡,2026-03-31 12:00:00,2026-05-28 11:59:59,[献上全国第一的演出]特别周、[在耀眼景色的前方]无声铃鹿、[有梦想就要大声说出来！]东海帝王、[不沉舰的进击]黄金船、[伏特加之路]伏特加、[万紫千红中一枝独秀]草上飞、[热情的冠军！]神鹰、[期待已久的计谋]青云天空、[划破天空的闪电少女！]玉藻十字、[全身心的感谢]美妙姿势、[飞奔吧，闪耀吧]艾尼风神、[B·N·Winner！]胜利奖券、[冲向前方7厘米之外]空中神宫、[Run（my）way]黄金城、[好快！好吃！好快！]樱花进王、[一颗安心糖]超级溪流、[这就是我的优俊偶像之道☆]醒目飞鹰、[哪怕还不能独当一面]西野花、[必杀技！双胡萝卜拳！]微光飞驹、[欢迎来到特雷森学园！]骏川手纲、[“要受人喜爱啊”]小栗帽、[涡轮引擎马力全开！]双涡轮、[尽管笑我傻吧]目白善信、[身后迫近的热浪是动力]北部玄驹、[超越那前方的背影]里见光钻、[由故乡直达的助威！]雪之美人、[心中的烈火无法抑制]八重无敌、[樱花盛开之时]樱花千代王、[身为新娘！]川上公主、[请品尝第一口！]菱曙、[Head-on fight！]青竹回忆、[明天全国都会染红吧♪]青云天空、[起舞今宵]帝王光辉、[爽快！决胜一击！]目白莱恩、[独享冰凉？]东商变革、[全力嬉闹！]胜利奖券、[即使满身泥土，也要追逐梦想]优秀素质、[幸福就在转角后]米浴、[彻底管理主义]㭴本理子、[内心双脚皆温暖]生野狄杜斯、[大闹万圣夜！]玉藻十字、[被授予魔力的英雄]荒漠英雄、[43、8、1]中山庆典、[可爱的你，美丽的你]真机伶、[鸣箭嗤天]成田白仁、[舞动吧·躁动吧·狂欢吧！]大拓太阳神、[队形：PARTY]重炮、[倔强的集市]成田大进、[独奏·螺旋卡农]曼城茶座、[夜有黎明，天有祥星]爱慕织姬、[萍水相逢即是福♪]待兼福来,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50012.png
50014,支援卡,2026-03-31 12:00:00,2026-05-28 11:59:59,[要不赶紧扎一针？]安心泽刺刺美、[饱含心意的纸杯蛋糕]西野花、[极快！最快！花之风暴！]樱花进王、[“存在”于此的幸福]爱丽数码、[粉色背影]成田路、[让世界更加☆marvelous]美丽周日、[Enchaînement]鲁道夫象征、[Escorte étoile]天狼星象征、[Outfit as No.1]大和赤骥、[收下这份鼓励吧！]青竹回忆、[那声加油改变了世界]采珠、[Dear Mr. C.B.]千明代表、[乌菈菈的热情之歌♪]春乌菈菈、[可爱的金兰之交们]生野狄杜斯、[坏蛋，举起手来！]大树快车、[光芒四射地奔跑吧∞]神鹰、[待兼唐☆大冒险]待兼唐怀瑟、[奔向理想的熏风]气槽、[尊尚敬爱]聚于王座之人、[小感伤预警♪]丸善斯基、[听凭骰运]中山庆典、[It's on the house.]曼城茶座、[from the GROUND UP]明亮光晕、[Q≠0]爱丽速子、[帝王！王！王！！！]东海帝王、[TT Ignition！]双涡轮、[啊，华丽一族]第一红宝、[月下小恶魔♪]目白善信、[太阳小天使♪]大拓太阳神、[A Win Foreshadowed]克里斯象征、[奔跑吧，奔跑吧，奔跑吧！！]小栗帽、[燃至天际的祈祷之火]八重无敌、[Danke schön]荣进闪耀、[GLAD TIDINGS]成田白仁、[Are you merry？]气槽、[化为那无人知晓的风]山人西风、[平安喜乐寄于板羽球中]特别周、[难以捉摸的绝世佳人]东商变革,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50014.png
50011,角色卡池,2026-03-31 12:00:00,2026-05-28 11:59:59,[特别追梦者]特别周、[无声无瑕]无声铃鹿、[喜乐无边]东海帝王、[绯红方程式]丸善斯基、[星光跃动]小栗帽、[狂野前线]大树快车、[优雅曲线]目白麦昆、[O sole suo！]好歌剧、[皇帝]鲁道夫象征、[玫瑰之梦]米浴、[MB-19890425]美浦波旁、[pf.胜利公式]琵琶晨光、[飞跃地平线]东海帝王、[天际尽头]目白麦昆、[闪电少女]真机伶、[Nevertheless]成田大进、[绝对☆LOVE]醒目飞鹰、[Maverick]成田白仁、[阳光花束]重炮、[橡木王冠]气槽、[青云垂钓者]青云天空、[亚马逊青金石]菱亚马逊、[羽蛇武斗家]神鹰、[圣翠治愈师]草上飞、[流星歌剧]富士奇石、[真我/1928]黄金城、[雀跃♪维他命心拍]特别周、[飞跃☆夏夜]丸善斯基、[苍蓝/怒涛]名将怒涛、[Meisterschaft]荣进闪耀、[吉兆秋风]待兼福来、[Buono☆时尚]菱曙、[超级加急！全彩PP膜特殊加工]爱丽数码、[Make up Vampire！]米浴、[雪纺丝带木乃伊]超级溪流、[粉红公主]川上公主、[Creeping Black]曼城茶座、[皓月下的神箭手]鲁道夫象征、[秋樱舞娘]黄金城、[潮流☆Joker]岛川乔丹、[宛延曲线]目白多伯、[奇迹的胜利之星]小栗帽、[嫣红圣诞颂歌]琵琶晨光、[Noble Seamair]美妙姿势、[疾风迅雷]玉藻十字、[明媚新春♪樱花绽放]春乌菈菈、[新春初晴·宝蓝绚烂]好歌剧,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50011.png
50013,角色卡池,2026-03-31 12:00:00,2026-05-28 11:59:59,[举世无双·樱花耀夜]樱花千代王、[CODE：淋面装饰]美浦波旁、[精确无比·巧克力大师]荣进闪耀、[墨绿柔线]目白雅丹、[Starry Nocturne]爱慕织姬、[锦绣·溢彩盛典]北部玄驹、[Natural Brilliance]里见光钻、[砺光韧线]目白光明、[星夜猫咪舞会]青云天空、[胜利之星]富士奇石、[叠瓣花蕾]西野花、[四白流星之袭]八重无敌、[RUN＆WIN]优秀素质、[洁白傲气的激励之服]帝王光辉、[全时狂欢]艾尼风神、[Line Breakthrough]目白善信、[朔月挚爱]真机伶、[Titania]美妙姿势、[稻荷因缘江户紫]稻荷一、[悬铃木魔女]东商变革、[Bubblegum☆Memories]大树快车、[假日宝石蓝]目白多伯、[unsigned]空中神宫、[涟漪佳人]目白麦昆、[RUN！乱！发射！！]黄金船、[黑铁的壮志]青竹回忆、[阴阳八卦☆开运服]小林历奇、[黄昏凯旋]醒目飞鹰、[梦想传递员]胜利奖券、[另类工程师]成田大进、[可可爱爱的六出冰花]雪之美人、[Rocket☆Star]采珠、[爱丽♡僵尸]爱丽数码、[Dot-o'-Lantern]名将怒涛、[Flare]阿斯顿真弓、[Fluttertail Spirit]山人西风、[轰鸣雷神]玉藻十字、[梦之金原]稻荷一、[死中求生]中山庆典、[Butterfly Sting]奇锐骏、[不会结冰的生命之水]伏特加、[绯红的星月之夜]大和赤骥、[Heroic Author]荒漠英雄、[饿狼]成田白仁、[压轴主角·庆鹤之志]北部玄驹、[当红之星·荣兴之翠]里见光钻,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50013.png
30141,支援卡,2026-04-01 12:00:00,2026-04-11 11:59:59,[Q≠0]爱丽速子、[帝王！王！王！！！]东海帝王,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30141.png
30140,角色卡池,2026-04-01 12:00:00,2026-04-11 11:59:59,[星辉之航]北幸樽前,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30140.png
30143,支援卡,2026-04-10 12:00:00,2026-04-20 11:59:59,[特雷森学园]阿斯顿真弓、[附件，要热一下吗？]阿斯顿真弓、[To you]喜嘉奇迹,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30143.png
30145,支援卡,2026-04-10 12:00:00,2026-04-20 11:59:59,[萍水相逢即是福♪]待兼福来、[坏蛋，举起手来！]大树快车,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30145.png
30142,角色卡池,2026-04-10 12:00:00,2026-04-20 11:59:59,[Fun☆Fun☆嗨翻天]大拓太阳神,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30142.png
30144,角色卡池,2026-04-10 12:00:00,2026-04-20 11:59:59,[Make up Vampire！]米浴、[明媚新春♪樱花绽放]春乌菈菈,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30144.png
30147,支援卡,2026-04-18 12:00:00,2026-05-02 11:59:59,[Marvelous☆巧克力盛宴]美丽周日、[变身！侍者形态！]微光飞驹,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30147.png
30146,角色卡池,2026-04-18 12:00:00,2026-05-02 11:59:59,[MELTY GIFT]艾尼风神、[玛格丽特拿铁]目白莱恩,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30146.png
30149,支援卡,2026-04-26 12:00:00,2026-05-08 11:59:59,[饱含心意的纸杯蛋糕]西野花、[小感伤预警♪]丸善斯基,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30149.png
30148,角色卡池,2026-04-26 12:00:00,2026-05-08 11:59:59,[Wicked Punk]新光风,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30148.png
20010,支援卡,2026-05-07 05:00:00,2050-01-01 15:00:00,[献上全国第一的演出]特别周、[在耀眼景色的前方]无声铃鹿、[有梦想就要大声说出来！]东海帝王、[不沉舰的进击]黄金船、[伏特加之路]伏特加、[万紫千红中一枝独秀]草上飞、[热情的冠军！]神鹰、[期待已久的计谋]青云天空、[划破天空的闪电少女！]玉藻十字、[全身心的感谢]美妙姿势、[飞奔吧，闪耀吧]艾尼风神、[B·N·Winner！]胜利奖券、[冲向前方7厘米之外]空中神宫、[Run（my）way]黄金城、[好快！好吃！好快！]樱花进王、[一颗安心糖]超级溪流、[这就是我的优俊偶像之道☆]醒目飞鹰、[哪怕还不能独当一面]西野花、[必杀技！双胡萝卜拳！]微光飞驹、[欢迎来到特雷森学园！]骏川手纲、[“要受人喜爱啊”]小栗帽、[涡轮引擎马力全开！]双涡轮、[尽管笑我傻吧]目白善信、[身后迫近的热浪是动力]北部玄驹、[超越那前方的背影]里见光钻、[由故乡直达的助威！]雪之美人、[心中的烈火无法抑制]八重无敌、[樱花盛开之时]樱花千代王、[身为新娘！]川上公主、[请品尝第一口！]菱曙、[Head-on fight！]青竹回忆、[明天全国都会染红吧♪]青云天空、[起舞今宵]帝王光辉、[爽快！决胜一击！]目白莱恩、[独享冰凉？]东商变革、[全力嬉闹！]胜利奖券、[即使满身泥土，也要追逐梦想]优秀素质、[幸福就在转角后]米浴、[彻底管理主义]㭴本理子、[内心双脚皆温暖]生野狄杜斯、[大闹万圣夜！]玉藻十字、[被授予魔力的英雄]荒漠英雄、[43、8、1]中山庆典、[可爱的你，美丽的你]真机伶、[鸣箭嗤天]成田白仁、[舞动吧·躁动吧·狂欢吧！]大拓太阳神、[队形：PARTY]重炮、[倔强的集市]成田大进、[独奏·螺旋卡农]曼城茶座、[夜有黎明，天有祥星]爱慕织姬、[萍水相逢即是福♪]待兼福来、[要不赶紧扎一针？]安心泽刺刺美、[饱含心意的纸杯蛋糕]西野花、[极快！最快！花之风暴！]樱花进王、[“存在”于此的幸福]爱丽数码、[粉色背影]成田路、[让世界更加☆marvelous]美丽周日、[Enchaînement]鲁道夫象征、[Escorte étoile]天狼星象征、[Outfit as No.1]大和赤骥、[收下这份鼓励吧！]青竹回忆、[那声加油改变了世界]采珠、[Dear Mr. C.B.]千明代表、[乌菈菈的热情之歌♪]春乌菈菈、[可爱的金兰之交们]生野狄杜斯、[坏蛋，举起手来！]大树快车、[光芒四射地奔跑吧∞]神鹰、[待兼唐☆大冒险]待兼唐怀瑟、[奔向理想的熏风]气槽、[尊尚敬爱]聚于王座之人、[小感伤预警♪]丸善斯基、[听凭骰运]中山庆典、[It's on the house.]曼城茶座、[from the GROUND UP]明亮光晕、[Q≠0]爱丽速子、[帝王！王！王！！！]东海帝王、[TT Ignition！]双涡轮、[啊，华丽一族]第一红宝、[月下小恶魔♪]目白善信、[太阳小天使♪]大拓太阳神、[A Win Foreshadowed]克里斯象征、[奔跑吧，奔跑吧，奔跑吧！！]小栗帽、[燃至天际的祈祷之火]八重无敌、[Danke schön]荣进闪耀、[GLAD TIDINGS]成田白仁、[Are you merry？]气槽、[化为那无人知晓的风]山人西风、[平安喜乐寄于板羽球中]特别周、[难以捉摸的绝世佳人]东商变革、[To you]喜嘉奇迹、[Marvelous☆巧克力盛宴]美丽周日、[变身！侍者形态！]微光飞驹,D:\Apps\umas\export\Texture2D\img_bnr_gacha_20010.png
20012,支援卡,2026-05-07 05:00:00,2050-01-01 15:00:00,[献上全国第一的演出]特别周、[在耀眼景色的前方]无声铃鹿、[有梦想就要大声说出来！]东海帝王、[不沉舰的进击]黄金船、[伏特加之路]伏特加、[万紫千红中一枝独秀]草上飞、[热情的冠军！]神鹰、[期待已久的计谋]青云天空、[划破天空的闪电少女！]玉藻十字、[全身心的感谢]美妙姿势、[飞奔吧，闪耀吧]艾尼风神、[B·N·Winner！]胜利奖券、[冲向前方7厘米之外]空中神宫、[Run（my）way]黄金城、[好快！好吃！好快！]樱花进王、[一颗安心糖]超级溪流、[这就是我的优俊偶像之道☆]醒目飞鹰、[哪怕还不能独当一面]西野花、[必杀技！双胡萝卜拳！]微光飞驹、[欢迎来到特雷森学园！]骏川手纲、[“要受人喜爱啊”]小栗帽、[涡轮引擎马力全开！]双涡轮、[尽管笑我傻吧]目白善信、[身后迫近的热浪是动力]北部玄驹、[超越那前方的背影]里见光钻、[由故乡直达的助威！]雪之美人、[心中的烈火无法抑制]八重无敌、[樱花盛开之时]樱花千代王、[身为新娘！]川上公主、[请品尝第一口！]菱曙、[Head-on fight！]青竹回忆、[明天全国都会染红吧♪]青云天空、[起舞今宵]帝王光辉、[爽快！决胜一击！]目白莱恩、[独享冰凉？]东商变革、[全力嬉闹！]胜利奖券、[即使满身泥土，也要追逐梦想]优秀素质、[幸福就在转角后]米浴、[彻底管理主义]㭴本理子、[内心双脚皆温暖]生野狄杜斯、[大闹万圣夜！]玉藻十字、[被授予魔力的英雄]荒漠英雄、[43、8、1]中山庆典、[可爱的你，美丽的你]真机伶、[鸣箭嗤天]成田白仁、[舞动吧·躁动吧·狂欢吧！]大拓太阳神、[队形：PARTY]重炮、[倔强的集市]成田大进、[独奏·螺旋卡农]曼城茶座、[夜有黎明，天有祥星]爱慕织姬、[萍水相逢即是福♪]待兼福来、[要不赶紧扎一针？]安心泽刺刺美、[饱含心意的纸杯蛋糕]西野花、[极快！最快！花之风暴！]樱花进王、[“存在”于此的幸福]爱丽数码、[粉色背影]成田路、[让世界更加☆marvelous]美丽周日、[Enchaînement]鲁道夫象征、[Escorte étoile]天狼星象征、[Outfit as No.1]大和赤骥、[收下这份鼓励吧！]青竹回忆、[那声加油改变了世界]采珠、[Dear Mr. C.B.]千明代表、[乌菈菈的热情之歌♪]春乌菈菈、[可爱的金兰之交们]生野狄杜斯、[坏蛋，举起手来！]大树快车、[光芒四射地奔跑吧∞]神鹰、[待兼唐☆大冒险]待兼唐怀瑟、[奔向理想的熏风]气槽、[尊尚敬爱]聚于王座之人、[小感伤预警♪]丸善斯基、[听凭骰运]中山庆典、[It's on the house.]曼城茶座、[from the GROUND UP]明亮光晕、[Q≠0]爱丽速子、[帝王！王！王！！！]东海帝王、[TT Ignition！]双涡轮、[啊，华丽一族]第一红宝、[月下小恶魔♪]目白善信、[太阳小天使♪]大拓太阳神、[A Win Foreshadowed]克里斯象征、[奔跑吧，奔跑吧，奔跑吧！！]小栗帽、[燃至天际的祈祷之火]八重无敌、[Danke schön]荣进闪耀、[GLAD TIDINGS]成田白仁、[Are you merry？]气槽、[化为那无人知晓的风]山人西风、[平安喜乐寄于板羽球中]特别周、[难以捉摸的绝世佳人]东商变革、[To you]喜嘉奇迹、[Marvelous☆巧克力盛宴]美丽周日、[变身！侍者形态！]微光飞驹,D:\Apps\umas\export\Texture2D\img_bnr_gacha_20012.png
30151,支援卡,2026-05-07 05:00:00,2026-05-31 11:59:59,[特雷森学园]葛城荣主、[特雷森学园]目白拉莫娜、[特雷森学园]森林宝袋、[DEAD·END【休想过去】]森林宝袋、[柔顺飘逸]目白多伯、[放学后的莞尔一笑]鲁道夫象征、[啊，何等美妙的甘甜]爱丽速子、[璨烂]目白拉莫娜,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30151.png
